VideoDuration,PubliedDate,VideoID,VideoImageURL,VideoTitle,VideoURL,VideoViews,Like,Unlike,Khan Style%,Animation%  ,Talking Head%                 ,Whiteboard%
PT5M17S,8/21/2020,PNDaKY9pgtM,https://i.ytimg.com/vi/PNDaKY9pgtM/maxresdefault.jpg,10 SECRET STUDY TIPS TO SCORE HIGHEST IN EXAMS || FASTEST WAY TO COVER ENTIRE SYLLABUS | STUDY HACKS,,2431087,853,54,0,0,85,15
PT12M55S,5/3/2017,WqhlG3Vakw8,https://i.ytimg.com/vi/WqhlG3Vakw8/maxresdefault.jpg,Math Antics - The Pythagorean Theore,https://www.youtube.com/embed/WqhlG3Vakw8,1436809,145,2,0,0,85,15
PT11M17S,2/24/2013,LGqBQrUYua4,https://i.ytimg.com/vi/LGqBQrUYua4/maxresdefault.jpg,Math Antics - Long Division,https://www.youtube.com/embed/LGqBQrUYua4,6427094,845,36,0,5,85,15
PT26M43S,10/6/2020,ZFqrL9E6u-Q,https://i.ytimg.com/vi/ZFqrL9E6u-Q/maxresdefault.jpg,CARTESIAN COORDINATE SYSTEM || GRADE 8 MATHEMATICS Q1,https://www.youtube.com/embed/ZFqrL9E6u-Q,47690,8475,75,0,55,85,10
PT7M56S,7/25/2014,O-cawByg2aA,https://i.ytimg.com/vi/O-cawByg2aA/hqdefault.jpg,"Math Antics - Circles, Circumference And Area",https://www.youtube.com/embed/O-cawByg2aA,3711524,12,1,0,0,80,10
PT9M40S,4/16/2012,dAgfnK528RA,https://i.ytimg.com/vi/dAgfnK528RA/maxresdefault.jpg,Math Antics - Order Of Operations,https://www.youtube.com/embed/dAgfnK528RA,5406260,152,2,0,5,80,10
PT7M39S,1/19/2019,z5UKee4twoA,https://i.ytimg.com/vi/z5UKee4twoA/maxresdefault.jpg,How to score Good Marks in Math? | 8 Tips to Study Math | Letstute,https://www.youtube.com/embed/z5UKee4twoA,857798,1452,41,0,5,80,10
PT5M6S,3/29/2018,4LWjxiNBysw,https://i.ytimg.com/vi/4LWjxiNBysw/maxresdefault.jpg,"""Q 2 - Ex 2.2 - Linear Equations in One Variable - NCERT Maths Class 8th - Chapter 2",https://www.youtube.com/embed/4LWjxiNBysw,873458,3560,52,0,0,80,10
PT4M29S,3/29/2018,WAjOXlvzKYk,https://i.ytimg.com/vi/WAjOXlvzKYk/maxresdefault.jpg,Q 3 - Ex 2.2 - Linear Equations in One Variable - NCERT Maths Class 8th - Chapter 2,https://www.youtube.com/embed/WAjOXlvzKYk,734226,950,62,0,0,80,15
PT8M25S,9/30/2011,LoaBd-sPzkU,https://i.ytimg.com/vi/LoaBd-sPzkU/maxresdefault.jpg,"Perimeter and area: the basics | Perimeter, area, and volume | Geometry | Khan Academy",https://www.youtube.com/embed/LoaBd-sPzkU,1728232,789,42,0,5,80,15
